provider,name,chosen_solution,replicate,success,duration,total_decisions,unique_decisions
AlphabeticalRelevant,random-130-7,0,2,true,6611,74,74
AlphabeticalRelevant,random-100-8,0,1,true,2028,84,84
AlphabeticalRelevant,random-140-4,0,1,true,5250,190,190
AlphabeticalComplete,random-140-10,0,1,true,4361,392,392
AlphabeticalComplete,random-150-10,0,2,true,4883,413,413
AlphabeticalComplete,random-150-10,0,1,true,5046,413,413
AlphabeticalRelevant,random-180-10,0,2,true,11108,80,80
AlphabeticalComplete,random-140-5,0,1,true,4389,409,409
AlphabeticalComplete,random-140-7,0,1,true,3846,392,392
AlphabeticalRelevant,random-130-9,0,2,true,5327,81,81
AlphabeticalRelevant,random-140-6,0,2,true,5093,86,86
AlphabeticalRelevant,random-180-6,0,2,true,8739,102,102
AlphabeticalRelevant,random-130-9,0,1,true,5991,81,81
AlphabeticalComplete,random-140-10,0,2,true,3670,392,392
AlphabeticalRelevant,random-170-6,0,2,true,9686,104,104
AlphabeticalRelevant,random-140-7,0,0,true,4408,78,78
AlphabeticalRelevant,random-160-2,0,2,false,6687,120,120
AlphabeticalRelevant,random-150-10,0,0,false,7788,88,88
AlphabeticalRelevant,random-140-4,0,2,true,5112,190,190
AlphabeticalRelevant,random-150-10,0,1,false,6308,88,88
AlphabeticalRelevant,random-130-8,0,1,true,5460,133,133
AlphabeticalRelevant,random-150-9,0,1,true,13605,130,130
AlphabeticalComplete,random-140-3,0,2,true,3720,423,423
AlphabeticalComplete,random-140-7,0,2,true,3541,392,392
AlphabeticalRelevant,random-140-9,0,2,true,2915,94,94
AlphabeticalRelevant,random-140-10,0,0,true,9396,128,128
AlphabeticalComplete,random-140-5,0,2,true,3304,409,409
AlphabeticalComplete,random-140-3,0,1,true,4213,423,423
AlphabeticalRelevant,random-140-5,0,0,true,6169,90,90
AlphabeticalComplete,random-140-9,0,2,true,4335,430,430
AlphabeticalRelevant,random-150-9,0,2,true,12410,130,130
AlphabeticalRelevant,random-180-2,0,1,true,20775,183,183
AlphabeticalRelevant,random-140-3,0,0,false,5784,148,148
AlphabeticalRelevant,random-140-9,0,1,true,3553,94,94
AlphabeticalComplete,random-150-2,0,1,true,4874,426,426
AlphabeticalRelevant,random-140-7,0,2,true,3316,78,78
AlphabeticalRelevant,random-140-8,0,1,true,8918,104,104
AlphabeticalRelevant,random-150-10,0,2,false,6314,88,88
AlphabeticalRelevant,random-140-7,0,1,true,3446,78,78
AlphabeticalComplete,random-150-2,0,2,true,4613,426,426
AlphabeticalRelevant,random-150-5,0,2,true,7057,162,162
AlphabeticalRelevant,random-140-2,0,2,false,4475,129,129
AlphabeticalRelevant,random-160-4,0,2,true,7544,96,96
AlphabeticalRelevant,random-140-3,0,1,false,4654,148,148
AlphabeticalRelevant,random-140-3,0,2,false,4342,148,148
AlphabeticalRelevant,random-130-8,0,2,true,5008,133,133
AlphabeticalRelevant,random-170-4,0,2,true,17508,263,263
AlphabeticalRelevant,random-140-5,0,1,true,6461,90,90
AlphabeticalRelevant,random-140-5,0,2,true,6382,90,90
AlphabeticalRelevant,random-200-4,0,2,true,23718,222,222
AlphabeticalRelevant,random-180-2,0,2,true,19502,183,183
AlphabeticalRelevant,random-140-10,0,1,true,6969,128,128
AlphabeticalRelevant,random-140-10,0,2,true,6733,128,128
AlphabeticalRelevant,random-140-8,0,2,true,6669,104,104
AlphabeticalRelevant,random-190-2,0,1,true,28059,255,255
AlphabeticalRelevant,random-190-2,0,2,true,23190,255,255
